"Statistic Label","Year","Electoral Division","UNIT","VALUE"
"Median Net Household Income","2022","Mallow North Urban, Cork County","€","46840"
"Median Net Household Income","2022","Mallow Rural, Cork County","€","50705"
"Median Net Household Income","2022","Mallow South Urban, Cork County","€","39421"
"Median Net Household Income","2022","Manch, Cork County","€","55528"
"Median Net Household Income","2022","Marshalstown, Cork County","€","54599"
"Median Net Household Income","2022","Mashanaglass, Cork County","€","61530"
"Median Net Household Income","2022","Matehy, Cork County","€","71119"
"Median Net Household Income","2022","Mealagh, Cork County","€","37366"
"Median Net Household Income","2022","Meens, Cork County","€","41740"
"Median Net Household Income","2022","Midleton Rural, Cork County","€","59067"
"Median Net Household Income","2022","Midleton Urban, Cork County","€","42942"
"Median Net Household Income","2022","Milane, Cork County","€","49702"
"Median Net Household Income","2022","Milford, Cork County","€","48206"
"Median Net Household Income","2022","Milltown, Cork County","€","61240"
"Median Net Household Income","2022","Mitchelstown, Cork County","€","44709"
"Median Net Household Income","2022","Mogeely, Cork County","€","59097"
"Median Net Household Income","2022","Monanimy, Cork County","€","51180"
"Median Net Household Income","2022","Monkstown Rural, Cork County","€","58615"
"Median Net Household Income","2022","Monkstown Urban, Cork County","€","53098"
"Median Net Household Income","2022","Mountrivers, Cork County","€","51456"
"Median Net Household Income","2022","Moviddy, Cork County","€","66110"
"Median Net Household Income","2022","Murragh, Cork County","€","70611"
"Median Net Household Income","2022","Myross, Cork County","€","44865"
"Median Net Household Income","2022","Nad, Cork County","€","60331"
"Median Net Household Income","2022","Newmarket, Cork County","€","40539"
"Median Net Household Income","2022","Newtown, Cork County","€","56712"
"Median Net Household Income","2022","Nohaval, Cork County","€","66439"
"Median Net Household Income","2022","Ovens, Cork County","€","69576"
"Median Net Household Income","2022","Rahalisk, Cork County","€","50437"
"Median Net Household Income","2022","Rahan, Cork County","€","57484"
"Median Net Household Income","2022","Rathbarry, Cork County","€","46854"
"Median Net Household Income","2022","Rathclarin, Cork County","€","62714"
"Median Net Household Income","2022","Rathcool, Cork County","€","54869"
"Median Net Household Income","2022","Rathcooney, Cork County","€","70399"
"Median Net Household Income","2022","Rathcormack, Cork County","€","54180"
"Median Net Household Income","2022","Rathluirc, Cork County","€","39795"
"Median Net Household Income","2022","Riverstown, Cork County","€","67171"
"Median Net Household Income","2022","Roskeen, Cork County","€","58677"
"Median Net Household Income","2022","Rosnalee, Cork County","€","47633"
"Median Net Household Income","2022","Rosscarbery, Cork County","€","47687"
"Median Net Household Income","2022","Rossmore, Cork County","€","45744"
"Median Net Household Income","2022","Rostellan, Cork County","€","61347"
"Median Net Household Income","2022","Rowls, Cork County","€","44360"
"Median Net Household Income","2022","Scart, Cork County","€","58712"
"Median Net Household Income","2022","Seefin, Cork County","€","32083"
"Median Net Household Income","2022","Shanballymore, Cork County","€","50170"
"Median Net Household Income","2022","Sheepshead, Cork County","€","27442"
"Median Net Household Income","2022","Shreelane, Cork County","€","54008"
"Median Net Household Income","2022","Skagh, Cork County","€","59962"
"Median Net Household Income","2022","Skahanagh, Cork County","€","45256"
"Median Net Household Income","2022","Skibbereen Rural, Cork County","€","47609"
"Median Net Household Income","2022","Skibbereen Urban, Cork County","€","35388"
"Median Net Household Income","2022","Skull, Cork County","€","33227"
"Median Net Household Income","2022","Slievereagh, Cork County","€","43106"
"Median Net Household Income","2022","Springfort, Cork County","€","50364"
"Median Net Household Income","2022","Streamhill, Cork County","€","48807"
"Median Net Household Income","2022","Teadies, Cork County","€","51698"
"Median Net Household Income","2022","Teerelton, Cork County","€","55524"
"Median Net Household Income","2022","Templebodan, Cork County","€","64623"
"Median Net Household Income","2022","Templebreedy, Cork County","€","56921"
"Median Net Household Income","2022","Templemartin, Cork County","€","68031"
"Median Net Household Income","2022","Templemary, Cork County","€","49838"
"Median Net Household Income","2022","Templemichael, Cork County","€","71887"
"Median Net Household Income","2022","Templemolaga, Cork County","€","55045"
"Median Net Household Income","2022","Templenacarriga, Cork County","€","67486"
"Median Net Household Income","2022","Templeomalus, Cork County","€","54489"
"Median Net Household Income","2022","Timoleague, Cork County","€","48856"
"Median Net Household Income","2022","Tincoora, Cork County","€","50628"
"Median Net Household Income","2022","Toormore, Cork County","€","30580"
"Median Net Household Income","2022","Tullagh, Cork County","€","43797"
"Median Net Household Income","2022","Tullylease, Cork County","€","43231"
"Median Net Household Income","2022","Ullanes, Cork County","€","54666"
"Median Net Household Income","2022","Wallstown, Cork County","€","48856"
"Median Net Household Income","2022","Warrenscourt, Cork County","€","60118"
"Median Net Household Income","2022","Watergrasshill, Cork County","€","66329"
"Median Net Household Income","2022","Whiddy/Bantry Rural, Cork County","€","47852"
"Median Net Household Income","2022","Whitechurch, Cork County","€","71149"
"Median Net Household Income","2022","Williamstown, Cork County","€","45841"
"Median Net Household Income","2022","Woodfort, Cork County","€","48494"
"Median Net Household Income","2022","Youghal Rural, Cork County","€","54611"
"Median Net Household Income","2022","Youghal Urban, Cork County","€","38876"
"Median Net Household Income","2022","Abbeydorney, Kerry","€","44053"
"Median Net Household Income","2022","Aghadoe, Kerry","€","48244"
"Median Net Household Income","2022","Aglish, Kerry","€","51080"
"Median Net Household Income","2022","Arabela, Kerry","€","54203"
"Median Net Household Income","2022","Ardagh, Kerry","€","40048"
"Median Net Household Income","2022","Ardea, Kerry","€","30785"
"Median Net Household Income","2022","Ardfert, Kerry","€","39892"
"Median Net Household Income","2022","Astee, Kerry","€","42747"
"Median Net Household Income","2022","Bahaghs, Kerry","€","37424"
"Median Net Household Income","2022","Ballincloher, Kerry","€","45500"
"Median Net Household Income","2022","Ballinskelligs, Kerry","€","36451"
"Median Net Household Income","2022","Ballinvoher, Kerry","€","42137"
"Median Net Household Income","2022","Ballybrack, Kerry","€","41658"
"Median Net Household Income","2022","Ballyconry, Kerry","€","46151"
"Median Net Household Income","2022","Ballyduff, Kerry, 077015","€","37018"
"Median Net Household Income","2022","Ballyduff, Kerry, 077016","€","42679"
"Median Net Household Income","2022","Ballyegan, Kerry, 077017","€","56008"
"Median Net Household Income","2022","Ballyegan, Kerry, 077018","€","37868"
"Median Net Household Income","2022","Ballyhar, Kerry","€","46656"
"Median Net Household Income","2022","Ballyheige, Kerry","€","39651"
"Median Net Household Income","2022","Ballyhorgan, Kerry","€","49927"
"Median Net Household Income","2022","Ballynacourty, Kerry","€","47150"
"Median Net Household Income","2022","Ballynahaglish, Kerry","€","51562"
"Median Net Household Income","2022","Ballynorig, Kerry","€","55019"
"Median Net Household Income","2022","Ballyseedy, Kerry","€","49334"
"Median Net Household Income","2022","Banawn, Kerry","€","42689"
"Median Net Household Income","2022","Banna, Kerry","€","43776"
"Median Net Household Income","2022","Baurtregaum, Kerry","€","46848"
"Median Net Household Income","2022","Beal, Kerry","€","41968"
"Median Net Household Income","2022","Blennerville, Kerry","€","50632"
"Median Net Household Income","2022","Boolteens, Kerry","€","50593"
"Median Net Household Income","2022","Brandon, Kerry","€","41333"
"Median Net Household Income","2022","Brewsterfield, Kerry","€","57623"
"Median Net Household Income","2022","Brosna, Kerry","€","37417"
"Median Net Household Income","2022","Caher, Kerry","€","35142"
"Median Net Household Income","2022","Caherdaniel, Kerry","€","30552"
"Median Net Household Income","2022","Cappagh, Kerry","€","42265"
"Median Net Household Income","2022","Caragh, Kerry","€","45960"
"Median Net Household Income","2022","Carker, Kerry","€","43017"
"Median Net Household Income","2022","Carrig, Kerry","€","35014"
"Median Net Household Income","2022","Castlecove, Kerry","€","27949"
"Median Net Household Income","2022","Castlegregory, Kerry","€","38893"
"Median Net Household Income","2022","Castleisland, Kerry","€","44521"
"Median Net Household Income","2022","Castlequin, Kerry","€","44474"
"Median Net Household Income","2022","Causeway, Kerry","€","39685"
"Median Net Household Income","2022","Churchtown, Kerry","€","55248"
"Median Net Household Income","2022","Cloghane, Kerry","€","42969"
"Median Net Household Income","2022","Clogherbrien, Kerry","€","55912"
"Median Net Household Income","2022","Cloontubbrid, Kerry","€","43246"
"Median Net Household Income","2022","Clydagh, Kerry","€","46494"
"Median Net Household Income","2022","Coolies, Kerry","€","56943"
"Median Net Household Income","2022","Coom, Kerry","€","51795"
"Median Net Household Income","2022","Cordal, Kerry","€","46696"
"Median Net Household Income","2022","Crinny, Kerry","€","49472"
"Median Net Household Income","2022","Curraghbeg, Kerry","€","42463"
"Median Net Household Income","2022","Curraghmore, Kerry","€","51557"
"Median Net Household Income","2022","Currans, Kerry","€","51285"
"Median Net Household Income","2022","Darrynane, Kerry","€","36475"
"Median Net Household Income","2022","Dawros, Kerry","€","38878"
